waiting_time,
125,
494,
463,
239,
254,
700,
427,
550,
316,
446,
278,
661,
129,
162,
398,
321,
3350,
513,
962,
1207,
1626,
601,
691,
374,
453,
129,
679,
295,
417,
624,
376,
504,
1342,
1558,
161,
742,
317,
526,
444,
576,
508,
390,
257,
247,
609,
234,
500,
126,
392,
976,
385,
753,
640,
380,
230,
522,
454,
322,
557,
723,
330,
477,
381,
384,
582,
193,
319,
601,
484,
201,
538,
474,
1711,
322,
190,
469,
343,
410,
665,
365,
336,
756,
167,
446,
701,
757,
230,
342,
504,
633,
618,
253,
728,
138,
163,
528,
680,
758,
610,
492,
321,
465,
553,
1698,
228,
428,
570,
229,
631,
370,
618,
364,
158,
736,
374,
620,
640,
696,
671,
543,
129,
277,
194,
133,
304,
5057,
354,
449,
133,
727,
690,
220,
285,
741,
1638,
136,
169,
152,
691,
269,
465,
412,
293,
276,
203,
162,
568,
377,
454,
142,
364,
2589,
4531,
359,
258,
400,
164,
491,
737,
618,
571,
730,
304,
172,
232,
489,
692,
737,
124,
141,
299,
229,
533,
579,
459,
537,
443,
709,
252,
417,
368,
276,
264,
128,
334,
348,
677,
276,
312,
568,
593,
650,
678,
477,
539,
690,
199,
307,
656,
259,
733,
657,
569,
194,
314,
155,
528,
462,
175,
525,
676,
4048,
3758,
14908,
14425,
13096,
11529,
10156,
8381,
8333,
6663,
6082,
5452,
5311,
22772,
20732,
20676,
18072,
17999,
410,
1326,
572,
374,
438,
155,
265,
203,
129,
143,
296,
698,
557,
333,
627,
129,
277,
234,
462,
279,
619,
132,
737,
402,
708,
734,
140,
314,
533,
517,
146,
623,
121,
925,
402,
505,
132,
723,
176,
230,
684,
200,
291,
431,
529,
735,
762,
678,
306,
252,
600,
523,
428,
577,
310,
197,
191,
468,
483,
249,
402,
466,
223,
419,
215,
718,
669,
377,
553,
208,
703,
548,
766,
375,
239,
452,
926,
212,
362,
497,
539,
628,
231,
336,
164,
155,
261,
172,
326,
581,
421,
666,
697,
393,
645,
723,
522,
677,
737,
248,
674,
628,
600,
338,
334,
575,
381,
2404,
307,
935,
953,
465,
342,
668,
188,
296,
324,
422,
226,
773,
631,
184,
279,
322,
680,
621,
447,
1165,
383,
234,
286,
139,
272,
598,
568,
473,
572,
756,
472,
458,
250,
488,
742,
1771,
315,
515,
750,
257,
629,
426,
256,
698,
613,
239,
431,
520,
739,
440,
153,
610,
214,
250,
1363,
593,
669,
655,
140,
428,
444,
646,
1909,
2111,
318,
647,
551,
580,
483,
493,
523,
148,
986,
517,
554,
153,
692,
698,
194,
160,
206,
525,
737,
333,
640,
760,
300,
478,
425,
147,
215,
485,
156,
412,
634,
220,
613,
475,
577,
638,
143,
306,
735,
44698,
72847,
75800,
1267,
23210,
24614,
29160,
31761,
33806,
35160,
35785,
12266,
13922,
16093,
2357,
9021,
11544,
291,
286,
357,
710,
227,
546,
599,
301,
316,
359,
646,
138,
331,
297,
740,
263,
473,
270,
198,
512,
223,
746,
1707,
238,
749,
183,
732,
518,
461,
345,
646,
365,
279,
723,
710,
996,
588,
399,
206,
577,
187,
522,
139,
464,
135,
752,
393,
197,
634,
702,
233,
516,
403,
188,
329,
397,
747,
617,
721,
557,
495,
468,
230,
433,
414,
497,
665,
136,
392,
268,
597,
151,
544,
631,
740,
206,
173,
357,
745,
700,
684,
438,
232,
667,
616,
181,
1620,
1671,
445,
733,
424,
630,
752,
333,
675,
164,
396,
333,
458,
473,
755,
322,
132,
659,
393,
970,
418,
389,
382,
147,
698,
544,
620,
292,
583,
221,
365,
364,
592,
268,
479,
180,
721,
268,
512,
682,
212,
581,
510,
391,
364,
617,
203,
172,
314,
343,
197,
416,
316,
403,
448,
161,
213,
1174,
331,
702,
151,
368,
477,
505,
726,
384,
572,
650,
318,
245,
579,
627,
206,
724,
684,
389,
155,
391,
257,
407,
521,
623,
272,
836,
556,
1272,
1137,
3737,
3853,
8728,
884,
814,
417,
142,
1367,
591,
793,
518,
1667,
985,
1597,
1417,
478,
867,
1699,
649,
1177,
11246,
11749,
11876,
17214,
2118,
2232,
146,
258,
1000,
1066,
199,
1247,
1703,
304,
1314,
180,
227,
539,
624,
294,
507,
505,
1589,
1908,
2048,
153,
311,
215,
272,
754,
382,
526,
1680,
3144,
416,
215,
183,
603,
452,
509,
607,
702,
452,
751,
134,
477,
540,
305,
586,
129,
126,
381,
412,
623,
355,
157,
714,
480,
152,
302,
375,
271,
124,
578,
272,
593,
183,
262,
729,
488,
694,
218,
482,
521,
431,
450,
143,
419,
157,
675,
409,
742,
258,
439,
668,
128,
294,
1783,
558,
268,
202,
789,
1912,
515,
470,
653,
365,
663,
393,
243,
315,
180,
773,
355,
690,
601,
1559,
441,
261,
252,
263,
612,
714,
697,
550,
237,
180,
710,
661,
643,
386,
428,
372,
551,
342,
247,
222,
251,
1539,
709,
221,
675,
708,
160,
630,
261,
450,
248,
316,
402,
421,
154,
496,
434,
2857,
344,
3933,
2548,
2533,
696,
346,
538,
718,
634,
709,
423,
490,
467,
6476,
522,
534,
535,
265,
197,
264,
372,
360,
509,
550,
634,
313,
383,
172,
297,
750,
424,
151,
623,
351,
492,
472,
567,
304,
628,
479,
372,
1152,
460,
182,
527,
566,
205,
384,
661,
560,
1412,
1007,
641,
386,
176,
380,
509,
426,
338,
534,
820,
464,
187,
527,
273,
462,
526,
213,
329,
509,
382,
465,
580,
600,
263,
162,
572,
312,
271,
310,
129,
557,
411,
283,
313,
331,
644,
674,
564,
449,
414,
657,
445,
290,
391,
461,
364,
438,
604,
516,
3073,
592,
532,
505,
617,
730,
530,
169,
378,
487,
564,
294,
440,
817,
1452,
710,
382,
628,
310,
700,
569,
660,
199,
526,
748,
253,
715,
2020,
164,
224,
157,
171,
458,
942,
1018,
1118,
738,
162,
220,
427,
609,
721,
175,
622,
429,
379,
610,
288,
509,
537,
325,
254,
479,
1253,
603,
419,
323,
446,
616,
545,
534,
577,
180,
234,
309,
511,
256,
222,
175,
579,
386,
556,
209,
466,
521,
533,
420,
617,
433,
770,
1339,
193,
320,
431,
466,
304,
338,
144,
360,
325,
563,
154,
621,
419,
597,
822,
274,
1765,
1822,
1336,
1702,
128,
415,
714,
301,
396,
694,
546,
1330,
712,
128,
649,
458,
288,
403,
308,
540,
598,
1864,
443,
553,
320,
306,
435,
573,
180,
553,
321,
187,
562,
758,
638,
625,
378,
515,
691,
212,
275,
592,
562,
628,
470,
713,
134,
585,
322,
571,
753,
641,
280,
250,
412,
134,
694,
173,
1553,
717,
576,
584,
732,
501,
750,
175,
257,
346,
717,
459,
794,
995,
15131,
2484,
29410,
31450,
1136,
23938,
25575,
1338,
8441,
20035,
21477,
21569,
21961,
24708,
28088,
1576,
742,
1627,
1009,
1710,
386,
1621,
764,
962,
600,
526,
727,
680,
354,
904,
582,
658,
314,
206,
420,
1225,
229,
225,
220,
469,
538,
538,
178,
426,
253,
489,
1134,
243,
278,
1042,
532,
153,
646,
661,
511,
412,
462,
143,
487,
452,
369,
743,
12293,
936,
1366,
146,
1356,
627,
