waiting_time,
232,
389,
444,
498,
450,
444,
561,
1681,
1769,
663,
292,
276,
4324,
10446,
1206,
3218,
721,
388,
273,
463,
395,
347,
246,
694,
651,
281,
672,
409,
418,
584,
714,
190,
457,
123,
2480,
4113,
4209,
5186,
13744,
386,
267,
608,
499,
335,
606,
750,
711,
141,
670,
466,
584,
576,
583,
123,
660,
674,
442,
178,
944,
567,
237,
577,
691,
466,
233,
617,
348,
700,
302,
150,
440,
173,
502,
521,
346,
455,
197,
659,
431,
259,
401,
300,
624,
291,
594,
158,
3654,
553,
500,
181,
376,
498,
609,
463,
557,
859,
750,
1558,
487,
196,
329,
2029,
153,
1889,
760,
577,
663,
433,
391,
375,
860,
760,
577,
391,
134,
277,
582,
423,
140,
710,
542,
306,
662,
216,
230,
2370,
236,
627,
1675,
347,
564,
436,
547,
186,
280,
175,
333,
574,
585,
607,
142,
547,
421,
499,
718,
283,
366,
316,
660,
400,
715,
720,
286,
678,
719,
1086,
516,
669,
624,
735,
725,
529,
229,
641,
347,
499,
261,
382,
223,
507,
873,
518,
160,
741,
387,
235,
165,
338,
582,
508,
123,
377,
431,
1473,
174,
395,
518,
413,
235,
650,
487,
548,
499,
128,
745,
271,
2285,
5275,
465,
140,
671,
783,
178,
300,
715,
8578,
14845,
1846,
27012,
27208,
1418,
